ID do Card,Responsável,Whatsapp Nome Fornecedor,Whatsapp Número Fornecedor,Status,Data de Criação,Última Alteração,Prazo Etapa,Etiquetas,Prioridade,Link do contrato,Código do Pedido,Id da card do contrato,01 - NOME CARD,NRO_NF,BANCO_PAGTO,CNPJ,CODCOLIGADA,COD_CCUSTO,COD_FORNECEDOR,CONTRATO_ZAPFORM,DATAPREVBAIXA,DESIGNACAO_CLIENTE_ZAPFORM,DTCRIACAO_NF,DTEMISSAO_NF,EMPRESA,HIST_LANC_FINANCEIRO,NOME_CCUSTO,NOME_FANTASIA,NRO_PEDIDO,NRO_ZAPFORM,OBS_NOTA,PARCELA_FIN,PREV_REC_PEDIDO,RAZÃO_SOCIAL,STATUS,STATUS_NF,STATUS_PAGAMENTO,STATUS_PEDIDO,USERCRIACAO_NF,VALOR_NF,VALOR_PEDIDO,VENCIMENTO_NF,ULTIMA_DATA_DO_STATUS,ULTIMO_STATUS_DA_ORDEM      ,QUEM_ALTEROU_POR_ULTIMO       ,ORIGEM_DA_ACAO,ULTIMA_DATA_DO_STATUS_HUMANA,ULTIMO_STATUS_DA_ORDEM_HUMANA,QUEM_ALTEROU_POR_ULTIMO_HUMANA,ORIGEM_DA_ACAO_HUMANA
1944796,A definir,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,558235519250,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944788,6;1327074,1944788,PLANO DE CONTENÇÃO DE CUSTOS - CORURIPE - CUI5011384,,,06.643.226/0004-30,6,,0032963,https://app.zapform.com.br/c/707/workflow/1944788,-,CUI5011384,-,-,NAVA SERVICES,,,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,000032847,1944788,,,20/04/2026,PRESTEK,,,,A Faturar,,,170.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944795,A definir,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,558235519250,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944788,6;1327069,1944788,PLANO DE CONTENÇÃO DE CUSTOS - CORURIPE - CUI5011384,,,06.643.226/0004-30,6,,0032963,https://app.zapform.com.br/c/707/workflow/1944788,-,CUI5011384,-,-,NAVA SERVICES,,,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,000032842,1944788,,,20/11/2025,PRESTEK,,,,A Faturar,,,170.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944794,A definir,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,558235519250,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944788,6;1327070,1944788,PLANO DE CONTENÇÃO DE CUSTOS - CORURIPE - CUI5011384,,,06.643.226/0004-30,6,,0032963,https://app.zapform.com.br/c/707/workflow/1944788,-,CUI5011384,-,-,NAVA SERVICES,,,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,000032843,1944788,,,20/12/2025,PRESTEK,,,,A Faturar,,,170.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944793,A definir,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,558235519250,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944788,6;1327071,1944788,PLANO DE CONTENÇÃO DE CUSTOS - CORURIPE - CUI5011384,,,06.643.226/0004-30,6,,0032963,https://app.zapform.com.br/c/707/workflow/1944788,-,CUI5011384,-,-,NAVA SERVICES,,,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,000032844,1944788,,,20/01/2026,PRESTEK,,,,A Faturar,,,170.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944792,A definir,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,558235519250,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944788,6;1327072,1944788,PLANO DE CONTENÇÃO DE CUSTOS - CORURIPE - CUI5011384,,,06.643.226/0004-30,6,,0032963,https://app.zapform.com.br/c/707/workflow/1944788,-,CUI5011384,-,-,NAVA SERVICES,,,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,000032845,1944788,,,20/02/2026,PRESTEK,,,,A Faturar,,,170.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944791,A definir,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,558235519250,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944788,6;1327079,1944788,PLANO DE CONTENÇÃO DE CUSTOS - CORURIPE - CUI5011384,,,06.643.226/0004-30,6,,0032963,https://app.zapform.com.br/c/707/workflow/1944788,-,CUI5011384,-,-,NAVA SERVICES,,,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,000032852,1944788,,,20/09/2026,PRESTEK,,,,A Faturar,,,170.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944790,A definir,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,558235519250,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944788,6;1327068,1944788,PLANO DE CONTENÇÃO DE CUSTOS - CORURIPE - CUI5011384,,,06.643.226/0004-30,6,,0032963,https://app.zapform.com.br/c/707/workflow/1944788,-,CUI5011384,-,-,NAVA SERVICES,,,J S E SERVICOS E COMERCIO DE EQUIPAMENTOS DE COMUNICACOES LTDA,000032841,1944788,,,20/10/2025,PRESTEK,,,,A Faturar,,,170.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944670,Thais Roberta de Lima,CABO SERVIÇOS DE TELECOMUNICAÇÕES,558521811027,✅ Pagamento Realizado,17/09/2025,20/09/2025,-,"Validado Assessoria, Consulta Verg com CNPJ",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1943928,6;1327024,1943928,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L572 - ATIBAIA EXPRESS,002319795,NAVA Serv Itaú - 05454-0,02.952.192/0039-34,6,REC.03.01.0061,0030506,https://app.zapform.com.br/c/707/workflow/1943928,19/09/2025,AIA5010252,18/09/2025,29/08/2025,NAVA SERVICES,002319795 - CABO SERVICOS DE TELECOMUNICACOES S.A. - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,CABO SERVICOS DE TELECOMUNICACOES S.A.,000032840,1943928,LINK DE DADOS - PROJETO OI/BRADESCO,01,10/09/2025,CABO SERVICOS DE TELECOMUNICACOES S.A.,G,Quitado,REALIZADO,Erro,luiza.domingues,89.5500,89.5500,11/09/2025,20/09/2025,✅ Pagamento Realizado,integracao-projetoisp,web-front,17/09/2025,📄 Fiscal (Aguardando Validação Fiscal - NF e Boleto recebidos),thais.roberta@nava.com.br,web-front
1944422,A definir,NEOTECH TECNOLOGIA,557588143685,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944405,6;1326962,1944405,"PEDIDO DE CONEXÃO NOVA - BASD000242 -  MINISTÉRIO TRABALHO EMPREGO -  - IP DEDICADO/30 OU IP COPORTATIVO 1  - ARTE Paulo Afonso
",,,07.359.871/0001-45,6,,0032780,https://app.zapform.com.br/c/707/workflow/1944405,-,BASD000242,-,-,NAVA SERVICES,,,NEOTECH PROVEDOR DE INTERNET LTDA,000032839,1944405,,,05/03/2026,NEOTECH PROVEDOR DE INTERNET LTDA,,,,A Faturar,,,574.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944412,A definir,NEOTECH TECNOLOGIA,557588143685,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944405,6;1326957,1944405,"PEDIDO DE CONEXÃO NOVA - BASD000242 -  MINISTÉRIO TRABALHO EMPREGO -  - IP DEDICADO/30 OU IP COPORTATIVO 1  - ARTE Paulo Afonso
",,,07.359.871/0001-45,6,,0032780,https://app.zapform.com.br/c/707/workflow/1944405,-,BASD000242,-,-,NAVA SERVICES,,,NEOTECH PROVEDOR DE INTERNET LTDA,000032835,1944405,,,05/11/2025,NEOTECH PROVEDOR DE INTERNET LTDA,,,,A Faturar,,,574.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944411,A definir,NEOTECH TECNOLOGIA,557588143685,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944405,6;1326959,1944405,"PEDIDO DE CONEXÃO NOVA - BASD000242 -  MINISTÉRIO TRABALHO EMPREGO -  - IP DEDICADO/30 OU IP COPORTATIVO 1  - ARTE Paulo Afonso
",,,07.359.871/0001-45,6,,0032780,https://app.zapform.com.br/c/707/workflow/1944405,-,BASD000242,-,-,NAVA SERVICES,,,NEOTECH PROVEDOR DE INTERNET LTDA,000032837,1944405,,,05/01/2026,NEOTECH PROVEDOR DE INTERNET LTDA,,,,A Faturar,,,574.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944410,A definir,NEOTECH TECNOLOGIA,557588143685,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944405,6;1326958,1944405,"PEDIDO DE CONEXÃO NOVA - BASD000242 -  MINISTÉRIO TRABALHO EMPREGO -  - IP DEDICADO/30 OU IP COPORTATIVO 1  - ARTE Paulo Afonso
",,,07.359.871/0001-45,6,,0032780,https://app.zapform.com.br/c/707/workflow/1944405,-,BASD000242,-,-,NAVA SERVICES,,,NEOTECH PROVEDOR DE INTERNET LTDA,000032836,1944405,,,05/12/2025,NEOTECH PROVEDOR DE INTERNET LTDA,,,,A Faturar,,,574.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944409,A definir,NEOTECH TECNOLOGIA,557588143685,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944405,6;1326960,1944405,"PEDIDO DE CONEXÃO NOVA - BASD000242 -  MINISTÉRIO TRABALHO EMPREGO -  - IP DEDICADO/30 OU IP COPORTATIVO 1  - ARTE Paulo Afonso
",,,07.359.871/0001-45,6,,0032780,https://app.zapform.com.br/c/707/workflow/1944405,-,BASD000242,-,-,NAVA SERVICES,,,NEOTECH PROVEDOR DE INTERNET LTDA,000032838,1944405,,,05/02/2026,NEOTECH PROVEDOR DE INTERNET LTDA,,,,A Faturar,,,574.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944408,A definir,NEOTECH TECNOLOGIA,557588143685,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944405,6;1326956,1944405,"PEDIDO DE CONEXÃO NOVA - BASD000242 -  MINISTÉRIO TRABALHO EMPREGO -  - IP DEDICADO/30 OU IP COPORTATIVO 1  - ARTE Paulo Afonso
",,,07.359.871/0001-45,6,,0032780,https://app.zapform.com.br/c/707/workflow/1944405,-,BASD000242,-,-,NAVA SERVICES,,,NEOTECH PROVEDOR DE INTERNET LTDA,000032834,1944405,,,05/10/2025,NEOTECH PROVEDOR DE INTERNET LTDA,,,,A Faturar,,,574.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
1944372,A definir,FRASANET,554799368636,📦 Pedido Criado,17/09/2025,17/09/2025,-,-,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1944283,6;1326951,1944283,PEDIDO DE CONEXÃO NOVA - ALGAR - - IP DEDICADO - COMPANHIA AGUAS DE JOINVILLE - 2,,,13.028.096/0001-48,6,,0032841,https://app.zapform.com.br/c/707/workflow/1944283,-,010048268,-,-,NAVA SERVICES,,,FRASANET PROVEDORES DE INTERNET E COMERCIO DE INFORMATICA LTDA,000032830,1944283,,,15/07/2026,FRASANET PROVEDORES DE INTERNET E COMERCIO DE INFORMATICA LTDA,,,,A Faturar,,,750.0000,-,17/09/2025,📦 Pedido Criado,integracao-projetoisp,web-front,17/09/2025,📦 Pedido Criado,-,creation
