ID da Ordem,Etapa,Modificado por,SLA,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1819158,Aguardando Atendimento,-,-,07/07/2025 14:52,07/07/2025 15:07,-,0.01 dias,-,-,-,-
1819158,Concluído,atendimento@penetron.com.br,-,07/07/2025 15:07,-,-,-,-,-,-,-
1483287,Em preenchimento,-,-,30/01/2025 13:07,30/01/2025 13:08,-,0.0 dias,-,-,-,-
1483287,Aguardando Atendimento,-,-,30/01/2025 13:08,30/01/2025 13:27,-,0.01 dias,-,-,-,-
1483287,Concluído,atendimento@penetron.com.br,-,30/01/2025 13:27,-,-,-,-,-,-,-
1499689,Em preenchimento,-,-,07/02/2025 14:01,07/02/2025 14:15,-,0.01 dias,-,-,-,-
1499689,Concluído,atendimento@penetron.com.br,-,07/02/2025 14:15,-,-,-,-,-,-,-
1524268,Em preenchimento,-,-,25/02/2025 09:15,25/02/2025 09:17,-,0.0 dias,-,-,-,-
1524268,Aguardando Atendimento,-,-,25/02/2025 09:17,25/02/2025 09:34,-,0.01 dias,-,-,-,-
1524268,Concluído,atendimento@penetron.com.br,-,25/02/2025 09:34,-,-,-,-,-,-,-
1868334,Em preenchimento,-,-,04/08/2025 14:59,04/08/2025 15:30,-,0.02 dias,-,-,-,-
1868334,Concluído,atendimento@penetron.com.br,-,04/08/2025 15:30,-,-,-,-,-,-,-
1286702,Em preenchimento,-,-,30/10/2024 17:12,30/10/2024 17:13,-,0.0 dias,-,-,-,-
1286702,ChatGPT Respondendo,-,-,30/10/2024 17:13,05/11/2024 10:39,-,5.73 dias,-,-,-,-
1286702,Concluído,comercial@penetron.com.br,-,05/11/2024 10:39,-,-,-,-,-,-,-
1524273,Em preenchimento,-,-,25/02/2025 09:20,25/02/2025 09:51,-,0.02 dias,-,-,-,-
1524273,Concluído,atendimento@penetron.com.br,-,25/02/2025 09:51,-,-,-,-,-,-,-
1516083,Em preenchimento,-,-,19/02/2025 15:07,19/02/2025 15:28,-,0.01 dias,-,-,-,-
1516083,Concluído,atendimento@penetron.com.br,-,19/02/2025 15:28,-,-,-,-,-,-,-
1581623,Em preenchimento,-,-,25/03/2025 09:40,25/03/2025 10:49,-,0.05 dias,-,-,-,-
1581623,Concluído,atendimento@penetron.com.br,-,25/03/2025 10:49,-,-,-,-,-,-,-
1286714,Em preenchimento,-,-,30/10/2024 17:17,30/10/2024 17:17,-,0.0 dias,-,-,-,-
1286714,ChatGPT Respondendo,-,-,30/10/2024 17:17,05/11/2024 10:39,-,5.72 dias,-,-,-,-
1286714,Concluído,comercial@penetron.com.br,-,05/11/2024 10:39,05/11/2024 10:39,-,0.0 dias,-,-,-,-
1286714,ChatGPT Respondendo,comercial@penetron.com.br,-,05/11/2024 10:39,05/11/2024 10:39,-,0.0 dias,-,-,-,-
1286714,Concluído,comercial@penetron.com.br,-,05/11/2024 10:39,-,-,-,-,-,-,-
1835586,Em preenchimento,-,-,16/07/2025 16:12,16/07/2025 16:18,-,0.0 dias,-,-,-,-
1835586,Aguardando Atendimento,-,-,16/07/2025 16:18,17/07/2025 08:03,-,0.66 dias,-,-,-,-
1835586,Concluído,atendimento@penetron.com.br,-,17/07/2025 08:03,-,-,-,-,-,-,-
1851976,Em preenchimento,-,-,23/07/2025 14:47,23/07/2025 14:49,-,0.0 dias,-,-,-,-
1851976,Concluído,-,-,23/07/2025 14:49,-,-,-,-,-,-,-
1712722,Em preenchimento,-,-,12/05/2025 10:53,12/05/2025 10:55,-,0.0 dias,-,-,-,-
1712722,Aguardando Atendimento,-,-,12/05/2025 10:55,12/05/2025 11:10,-,0.01 dias,-,-,-,-
1712722,Concluído,atendimento@penetron.com.br,-,12/05/2025 11:10,-,-,-,-,-,-,-
1581651,Em preenchimento,-,-,25/03/2025 09:51,25/03/2025 10:21,-,0.02 dias,-,-,-,-
1581651,Concluído,atendimento@penetron.com.br,-,25/03/2025 10:21,-,-,-,-,-,-,-
1729109,Em preenchimento,-,-,21/05/2025 10:34,21/05/2025 10:37,-,0.0 dias,-,-,-,-
1729109,Aguardando Atendimento,-,-,21/05/2025 10:37,21/05/2025 11:33,-,0.04 dias,-,-,-,-
1729109,Concluído,atendimento@penetron.com.br,-,21/05/2025 11:33,-,-,-,-,-,-,-
1524309,Em preenchimento,-,-,25/02/2025 09:49,25/02/2025 10:56,-,0.05 dias,-,-,-,-
1524309,Concluído,atendimento@penetron.com.br,-,25/02/2025 10:56,-,-,-,-,-,-,-
1679959,Em preenchimento,-,-,28/04/2025 10:43,28/04/2025 10:49,-,0.0 dias,-,-,-,-
1679959,Concluído,atendimento@penetron.com.br,-,28/04/2025 10:49,-,-,-,-,-,-,-
1286766,Em preenchimento,-,-,30/10/2024 17:58,30/10/2024 17:59,-,0.0 dias,-,-,-,-
