ID da Ordem,Etapa,Código do Status,Modificado por,SLA,Data do Evento,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1874659,Entregas Finalizadas Manaus,6,-,-,2025-08-08 22:25:45,08/08/2025 22:25,-,-,-,-,-,-,-
1874622,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 17:19:29,08/08/2025 17:19,-,-,-,-,-,-,-
1874605,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 17:55:22,08/08/2025 17:55,-,-,-,-,-,-,-
1874596,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 17:34:32,08/08/2025 17:34,-,-,-,-,-,-,-
1874584,Vendedor - Nova Encomenda,1,-,-,2025-08-08 10:43:15,08/08/2025 10:43,-,-,-,-,-,-,-
1874577,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-09 13:06:10,09/08/2025 13:06,-,-,-,-,-,-,-
1874551,Entregas Finalizadas Manaus,6,-,-,2025-08-08 20:23:03,08/08/2025 20:23,-,-,-,-,-,-,-
1874529,Vendedor - Nova Encomenda,1,-,-,2025-08-08 10:21:10,08/08/2025 10:21,-,-,-,-,-,-,-
1874501,Entregas Finalizadas Manaus,6,-,-,2025-08-08 19:24:06,08/08/2025 19:24,-,-,-,-,-,-,-
1874499,Entregas Finalizadas Manaus,6,-,-,2025-08-08 21:30:01,08/08/2025 21:30,-,-,-,-,-,-,-
1874496,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 17:14:22,08/08/2025 17:14,-,-,-,-,-,-,-
1874481,Vendedor - Nova Encomenda,1,-,-,2025-08-08 10:10:22,08/08/2025 10:10,-,-,-,-,-,-,-
1874468,Vendedor - Nova Encomenda,1,-,-,2025-08-08 10:00:09,08/08/2025 10:00,-,-,-,-,-,-,-
1874460,Entregas Finalizadas Manaus,6,-,-,2025-08-08 18:13:44,08/08/2025 18:13,-,-,-,-,-,-,-
1874421,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 13:00:55,08/08/2025 13:00,-,-,-,-,-,-,-
1874417,Entregas Finalizadas Manaus,6,-,-,2025-08-08 14:37:32,08/08/2025 14:37,-,-,-,-,-,-,-
1874253,Entregas Finalizadas Manaus,6,-,-,2025-08-08 15:01:42,08/08/2025 15:01,-,-,-,-,-,-,-
1874237,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 17:24:08,08/08/2025 17:24,-,-,-,-,-,-,-
1874233,Entregas Finalizadas Manaus,6,-,-,2025-08-08 19:03:29,08/08/2025 19:03,-,-,-,-,-,-,-
1874231,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 14:08:15,08/08/2025 14:08,-,-,-,-,-,-,-
1874228,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-09 12:42:22,09/08/2025 12:42,-,-,-,-,-,-,-
1874226,Vendedor - Nova Encomenda,1,-,-,2025-08-07 18:17:31,07/08/2025 18:17,-,-,-,-,-,-,-
1874221,Entregas Finalizadas Manaus,6,-,-,2025-08-08 15:07:02,08/08/2025 15:07,-,-,-,-,-,-,-
1874219,Entregas Finalizadas Manaus,6,-,-,2025-08-08 19:16:25,08/08/2025 19:16,-,-,-,-,-,-,-
1874211,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 12:36:50,08/08/2025 12:36,-,-,-,-,-,-,-
1874207,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-11 16:13:00,11/08/2025 16:13,-,11/08/2025 16:13,-,-,-,-,-
1874198,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 14:25:06,08/08/2025 14:25,-,-,-,-,-,-,-
1874111,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 17:21:31,08/08/2025 17:21,-,-,-,-,-,-,-
1874097,Entregas Finalizadas Manaus,6,-,-,2025-08-08 21:58:24,08/08/2025 21:58,-,-,-,-,-,-,-
1874039,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:20:40,07/08/2025 17:20,-,-,-,-,-,-,-
1874032,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-09 13:39:27,09/08/2025 13:39,-,-,-,-,-,-,-
1873946,Vendedor - Nova Encomenda,1,-,-,2025-08-07 15:32:33,07/08/2025 15:32,-,-,-,-,-,-,-
1873892,Entregas Finalizadas Manaus,6,-,-,2025-08-07 19:36:35,07/08/2025 19:36,-,-,-,-,-,-,-
1873813,Entregas Finalizadas Manaus,6,-,-,2025-08-07 18:34:54,07/08/2025 18:34,-,-,-,-,-,-,-
1873807,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 19:08:02,07/08/2025 19:08,-,-,-,-,-,-,-
1873787,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:09:06,07/08/2025 17:09,-,-,-,-,-,-,-
1873784,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 18:28:47,07/08/2025 18:28,-,-,-,-,-,-,-
1873765,Entregas Finalizadas Manaus,6,-,-,2025-08-08 09:13:38,08/08/2025 09:13,-,-,-,-,-,-,-
1873762,Entregas Finalizadas Manaus,6,-,-,2025-08-07 17:43:43,07/08/2025 17:43,-,-,-,-,-,-,-
1873734,Entregas Finalizadas Manaus,6,-,-,2025-08-07 17:30:48,07/08/2025 17:30,-,-,-,-,-,-,-
1873705,Entregas Finalizadas Manaus,6,-,-,2025-08-07 14:29:56,07/08/2025 14:29,-,-,-,-,-,-,-
1873701,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 10:47:18,08/08/2025 10:47,-,-,-,-,-,-,-
1873698,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 13:42:12,08/08/2025 13:42,-,-,-,-,-,-,-
1873670,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:15:32,07/08/2025 17:15,-,-,-,-,-,-,-
1873651,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:05:25,07/08/2025 17:05,-,-,-,-,-,-,-
1873645,Entregas Finalizadas Manaus,6,-,-,2025-08-07 15:24:49,07/08/2025 15:24,-,-,-,-,-,-,-
1873626,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:11:50,07/08/2025 17:11,-,-,-,-,-,-,-
1873612,Entregas Finalizadas Manaus,6,-,-,2025-08-07 18:08:37,07/08/2025 18:08,-,-,-,-,-,-,-
1873607,Vendedor - Nova Encomenda,1,-,-,2025-08-07 12:06:34,07/08/2025 12:06,-,-,-,-,-,-,-
1873594,Vendedor - Nova Encomenda,1,-,-,2025-08-07 12:00:26,07/08/2025 12:00,-,-,-,-,-,-,-
1873468,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:38:52,07/08/2025 17:38,-,-,-,-,-,-,-
1873448,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:37:38,07/08/2025 13:37,-,-,-,-,-,-,-
1873416,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 16:57:09,07/08/2025 16:57,-,-,-,-,-,-,-
1873331,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 19:11:54,07/08/2025 19:11,-,-,-,-,-,-,-
1873326,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 12:39:34,08/08/2025 12:39,-,-,-,-,-,-,-
1873305,Entregas Finalizadas Manaus,6,-,-,2025-08-07 18:44:02,07/08/2025 18:44,-,-,-,-,-,-,-
1873294,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 10:50:41,08/08/2025 10:50,-,-,-,-,-,-,-
1873292,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-11 13:03:29,11/08/2025 13:03,-,-,-,-,-,-,-
1873261,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:05:23,07/08/2025 13:05,-,-,-,-,-,-,-
1873253,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:33:23,07/08/2025 17:33,-,-,-,-,-,-,-
1873225,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:14:37,07/08/2025 13:14,-,-,-,-,-,-,-
1873118,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:08:07,07/08/2025 13:08,-,-,-,-,-,-,-
1873103,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:44:03,07/08/2025 17:44,-,-,-,-,-,-,-
1873047,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 17:51:32,07/08/2025 17:51,-,-,-,-,-,-,-
1873043,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 17:30:05,08/08/2025 17:30,-,-,-,-,-,-,-
1873041,Entregas Finalizadas Manaus,6,-,-,2025-08-07 13:16:23,07/08/2025 13:16,-,-,-,-,-,-,-
1873039,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-11 14:11:37,11/08/2025 14:11,-,-,-,-,-,-,-
1873034,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 13:43:22,08/08/2025 13:43,-,-,-,-,-,-,-
1873031,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 19:48:59,07/08/2025 19:48,-,-,-,-,-,-,-
1873029,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-11 14:09:37,11/08/2025 14:09,-,-,-,-,-,-,-
1873024,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-11 13:03:05,11/08/2025 13:03,-,-,-,-,-,-,-
1873015,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 14:25:38,07/08/2025 14:25,-,-,-,-,-,-,-
1872990,Entregas Finalizadas Manaus,6,-,-,2025-08-07 17:07:43,07/08/2025 17:07,-,-,-,-,-,-,-
1872941,Entregas Finalizadas Manaus,6,-,-,2025-08-07 13:33:54,07/08/2025 13:33,-,-,-,-,-,-,-
1872928,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:50:11,07/08/2025 13:50,-,-,-,-,-,-,-
1872906,Vendedor - Nova Encomenda,1,-,-,2025-08-06 16:45:05,06/08/2025 16:45,-,-,-,-,-,-,-
1872880,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 19:04:53,07/08/2025 19:04,-,-,-,-,-,-,-
1872867,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 17:45:02,06/08/2025 17:45,-,-,-,-,-,-,-
1872782,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 11:18:14,08/08/2025 11:18,-,-,-,-,-,-,-
1872753,Entregas Finalizadas Manaus,6,-,-,2025-08-07 12:49:54,07/08/2025 12:49,-,-,-,-,-,-,-
1872749,Vendedor - Nova Encomenda,1,-,-,2025-08-06 15:03:41,06/08/2025 15:03,-,-,-,-,-,-,-
1872731,Entregas Finalizadas Manaus,6,-,-,2025-08-06 19:21:20,06/08/2025 19:21,-,-,-,-,-,-,-
1872691,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:18:24,06/08/2025 22:18,-,-,-,-,-,-,-
1872663,Vendedor - Nova Encomenda,1,-,-,2025-08-06 14:09:41,06/08/2025 14:09,-,-,-,-,-,-,-
1872654,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 17:33:26,06/08/2025 17:33,-,-,-,-,-,-,-
1872578,Vendedor - Nova Encomenda,1,-,-,2025-08-06 13:25:36,06/08/2025 13:25,-,-,-,-,-,-,-
1872575,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 21:49:06,06/08/2025 21:49,-,-,-,-,-,-,-
1872565,Vendedor - Nova Encomenda,1,-,-,2025-08-06 13:15:49,06/08/2025 13:15,-,-,-,-,-,-,-
1872516,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:34:35,06/08/2025 22:34,-,-,-,-,-,-,-
1872513,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:22:13,06/08/2025 22:22,-,-,-,-,-,-,-
1872509,Entregas Finalizadas Manaus,6,-,-,2025-08-06 17:19:32,06/08/2025 17:19,-,-,-,-,-,-,-
1872506,Entregas Finalizadas Manaus,6,-,-,2025-08-06 15:35:44,06/08/2025 15:35,-,-,-,-,-,-,-
1872496,Entregas Finalizadas Manaus,6,-,-,2025-08-06 18:51:29,06/08/2025 18:51,-,-,-,-,-,-,-
1872471,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:39:05,07/08/2025 13:39,-,-,-,-,-,-,-
1872364,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 21:42:53,06/08/2025 21:42,-,-,-,-,-,-,-
1872328,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 21:51:25,06/08/2025 21:51,-,-,-,-,-,-,-
1872110,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 19:50:10,07/08/2025 19:50,-,-,-,-,-,-,-
1872044,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:48:09,06/08/2025 16:48,-,06/08/2025 16:48,-,-,-,-,-
1871983,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:31:22,06/08/2025 22:31,-,-,-,-,-,-,-
1871912,Entregas Finalizadas Manaus,6,-,-,2025-08-06 19:29:44,06/08/2025 19:29,-,-,-,-,-,-,-
1871879,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:17:55,06/08/2025 11:17,-,-,-,-,-,-,-
1871843,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:20:43,06/08/2025 22:20,-,-,-,-,-,-,-
1871837,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 17:14:41,06/08/2025 17:14,-,-,-,-,-,-,-
1871814,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 19:09:10,07/08/2025 19:09,-,-,-,-,-,-,-
1871790,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 21:45:51,06/08/2025 21:45,-,-,-,-,-,-,-
1871703,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 12:47:11,06/08/2025 12:47,-,-,-,-,-,-,-
1871700,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 11:13:04,08/08/2025 11:13,-,-,-,-,-,-,-
1871659,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:16:58,06/08/2025 22:16,-,-,-,-,-,-,-
1871605,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 20:38:52,06/08/2025 20:38,-,-,-,-,-,-,-
1871577,Entregas Finalizadas Manaus,6,-,-,2025-08-06 17:22:39,06/08/2025 17:22,-,-,-,-,-,-,-
1870953,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 15:48:21,06/08/2025 15:48,-,-,-,-,-,-,-
1870913,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:02:12,07/08/2025 13:02,-,-,-,-,-,-,-
1870795,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 10:15:01,08/08/2025 10:15,-,-,-,-,-,-,-
1870740,Vendedor - Nova Encomenda,1,-,-,2025-08-06 09:32:50,06/08/2025 09:32,-,-,-,-,-,-,-
1870650,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 10:56:19,08/08/2025 10:56,-,-,-,-,-,-,-
1870597,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 12:45:05,07/08/2025 12:45,-,-,-,-,-,-,-
1870564,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 17:28:02,06/08/2025 17:28,-,-,-,-,-,-,-
1870532,Vendedor - Nova Encomenda,1,-,-,2025-08-06 00:21:56,06/08/2025 00:21,-,-,-,-,-,-,-
1870528,Vendedor - Nova Encomenda,1,-,-,2025-08-06 00:14:40,06/08/2025 00:14,-,-,-,-,-,-,-
1870473,Entregas Finalizadas Manaus,6,-,-,2025-08-06 14:52:51,06/08/2025 14:52,-,-,-,-,-,-,-
1870467,Vendedor - Nova Encomenda,1,-,-,2025-08-05 21:11:11,05/08/2025 21:11,-,-,-,-,-,-,-
1870464,Vendedor - Nova Encomenda,1,-,-,2025-08-05 21:09:46,05/08/2025 21:09,-,-,-,-,-,-,-
1870435,Vendedor - Nova Encomenda,1,-,-,2025-08-05 20:19:27,05/08/2025 20:19,-,-,-,-,-,-,-
1870423,Vendedor - Nova Encomenda,1,-,-,2025-08-05 19:48:15,05/08/2025 19:48,-,-,-,-,-,-,-
1870409,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 12:48:42,06/08/2025 12:48,-,-,-,-,-,-,-
1870406,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:42:33,06/08/2025 22:42,-,-,-,-,-,-,-
1870381,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 12:45:03,06/08/2025 12:45,-,-,-,-,-,-,-
1870378,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:35:16,07/08/2025 13:35,-,-,-,-,-,-,-
1870372,Vendedor - Nova Encomenda,1,-,-,2025-08-05 18:19:41,05/08/2025 18:19,-,-,-,-,-,-,-
1870367,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 14:24:59,06/08/2025 14:24,-,-,-,-,-,-,-
1870365,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 13:28:39,06/08/2025 13:28,-,-,-,-,-,-,-
1870352,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 17:02:30,06/08/2025 17:02,-,-,-,-,-,-,-
1870332,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 14:19:07,06/08/2025 14:19,-,-,-,-,-,-,-
1870327,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 17:32:49,06/08/2025 17:32,-,-,-,-,-,-,-
1870272,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 13:24:49,06/08/2025 13:24,-,-,-,-,-,-,-
1870269,Entregas Finalizadas Manaus,6,-,-,2025-08-06 19:45:55,06/08/2025 19:45,-,-,-,-,-,-,-
1870260,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 14:26:46,07/08/2025 14:26,-,-,-,-,-,-,-
1870244,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:26:11,06/08/2025 22:26,-,-,-,-,-,-,-
1870223,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 13:56:07,08/08/2025 13:56,-,-,-,-,-,-,-
1870192,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 13:06:37,07/08/2025 13:06,-,-,-,-,-,-,-
1870140,Entregas Finalizadas Manaus,6,-,-,2025-08-06 20:36:21,06/08/2025 20:36,-,-,-,-,-,-,-
1870137,Entregas Finalizadas Manaus,6,-,-,2025-08-05 18:36:07,05/08/2025 18:36,-,-,-,-,-,-,-
1870131,Entregas Finalizadas Manaus,6,-,-,2025-08-06 19:07:18,06/08/2025 19:07,-,-,-,-,-,-,-
1870124,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 13:13:34,06/08/2025 13:13,-,-,-,-,-,-,-
1870097,Vendedor - Nova Encomenda,1,-,-,2025-08-05 15:42:13,05/08/2025 15:42,-,-,-,-,-,-,-
1870088,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 00:07:54,06/08/2025 00:07,-,-,-,-,-,-,-
1870055,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:56:59,05/08/2025 23:56,-,-,-,-,-,-,-
1870004,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:35:46,05/08/2025 23:35,-,-,-,-,-,-,-
1869969,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 22:44:22,06/08/2025 22:44,-,-,-,-,-,-,-
1869965,Vendedor - Nova Encomenda,1,-,-,2025-08-05 14:25:42,05/08/2025 14:25,-,-,-,-,-,-,-
1869958,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 18:57:31,05/08/2025 18:57,-,-,-,-,-,-,-
1869954,Entregas Finalizadas Manaus,6,-,-,2025-08-05 19:11:31,05/08/2025 19:11,-,-,-,-,-,-,-
1869900,Entregas Finalizadas Manaus,6,-,-,2025-08-05 18:07:01,05/08/2025 18:07,-,-,-,-,-,-,-
1869885,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 15:53:12,06/08/2025 15:53,-,-,-,-,-,-,-
1869882,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 17:57:19,05/08/2025 17:57,-,-,-,-,-,-,-
1869850,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:30:12,05/08/2025 23:30,-,-,-,-,-,-,-
1869835,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:47:41,05/08/2025 23:47,-,-,-,-,-,-,-
1869807,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:43:21,05/08/2025 23:43,-,-,-,-,-,-,-
1869787,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:51:29,05/08/2025 23:51,-,-,-,-,-,-,-
1869773,Entregas Finalizadas Manaus,6,-,-,2025-08-05 17:43:27,05/08/2025 17:43,-,-,-,-,-,-,-
1869761,Entregas Finalizadas Manaus,6,-,-,2025-08-05 18:18:21,05/08/2025 18:18,-,-,-,-,-,-,-
1869752,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 00:02:54,06/08/2025 00:02,-,-,-,-,-,-,-
1869749,Vendedor - Nova Encomenda,1,-,-,2025-08-05 12:24:46,05/08/2025 12:24,-,-,-,-,-,-,-
1869724,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:45:13,05/08/2025 23:45,-,-,-,-,-,-,-
1869708,Entregas Finalizadas Manaus,6,-,-,2025-08-05 17:48:17,05/08/2025 17:48,-,-,-,-,-,-,-
1869697,Entregas Finalizadas Manaus,6,-,-,2025-08-05 19:56:23,05/08/2025 19:56,-,-,-,-,-,-,-
1869673,Vendedor - Nova Encomenda,1,-,-,2025-08-05 11:31:44,05/08/2025 11:31,-,-,-,-,-,-,-
1869596,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 18:54:19,05/08/2025 18:54,-,-,-,-,-,-,-
1869567,Entregas Finalizadas Manaus,6,-,-,2025-08-05 16:06:19,05/08/2025 16:06,-,-,-,-,-,-,-
1869428,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:34:05,05/08/2025 23:34,-,-,-,-,-,-,-
1869423,Entregas Finalizadas Manaus,6,-,-,2025-08-05 17:26:18,05/08/2025 17:26,-,-,-,-,-,-,-
1869420,Vendedor - Nova Encomenda,1,-,-,2025-08-05 10:10:22,05/08/2025 10:10,-,-,-,-,-,-,-
1869412,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 17:37:28,05/08/2025 17:37,-,-,-,-,-,-,-
1869405,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 17:19:22,05/08/2025 17:19,-,-,-,-,-,-,-
1869383,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 14:18:30,05/08/2025 14:18,-,-,-,-,-,-,-
1869270,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:55:12,05/08/2025 23:55,-,-,-,-,-,-,-
1869166,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 14:01:58,06/08/2025 14:01,-,-,-,-,-,-,-
1869158,Vendedor - Nova Encomenda,1,-,-,2025-08-04 22:06:50,04/08/2025 22:06,-,-,-,-,-,-,-
1869067,Vendedor - Nova Encomenda,1,-,-,2025-08-04 18:43:59,04/08/2025 18:43,-,-,-,-,-,-,-
1869032,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 14:33:00,05/08/2025 14:33,-,-,-,-,-,-,-
1869008,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-08 18:36:07,08/08/2025 18:36,-,-,-,-,-,-,-
1869002,Vendedor - Nova Encomenda,1,-,-,2025-08-04 17:24:17,04/08/2025 17:24,-,-,-,-,-,-,-
1868983,Entregas Finalizadas Manaus,6,-,-,2025-08-06 14:56:15,06/08/2025 14:56,-,-,-,-,-,-,-
1868649,Entregas Finalizadas Manaus,6,-,-,2025-08-04 18:15:13,04/08/2025 18:15,-,-,-,-,-,-,-
1868626,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 17:45:02,04/08/2025 17:45,-,-,-,-,-,-,-
1868624,Vendedor - Nova Encomenda,1,-,-,2025-08-04 16:20:00,04/08/2025 16:20,-,-,-,-,-,-,-
1868367,Canceladas,X,logistica@rommanelmanaus.com.br,-,2025-08-04 15:47:37,04/08/2025 15:47,-,-,-,-,-,-,-
1868350,Entregas Finalizadas Manaus,6,-,-,2025-08-04 18:53:30,04/08/2025 18:53,-,-,-,-,-,-,-
1868263,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-04 15:57:06,04/08/2025 15:57,-,04/08/2025 15:57,-,-,-,-,-
1868216,Entregas Finalizadas Manaus,6,-,-,2025-08-04 19:22:31,04/08/2025 19:22,-,-,-,-,-,-,-
1868203,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:27:53,04/08/2025 22:27,-,-,-,-,-,-,-
1868181,Entregas Finalizadas Manaus,6,-,-,2025-08-05 17:03:43,05/08/2025 17:03,-,-,-,-,-,-,-
1868169,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 00:10:36,06/08/2025 00:10,-,-,-,-,-,-,-
1868158,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:54:23,04/08/2025 22:54,-,-,-,-,-,-,-
1868142,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:36:20,04/08/2025 22:36,-,-,-,-,-,-,-
1868135,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 00:06:16,06/08/2025 00:06,-,-,-,-,-,-,-
1868130,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 00:13:56,06/08/2025 00:13,-,-,-,-,-,-,-
1868053,Entregas Finalizadas Manaus,6,-,-,2025-08-04 18:11:56,04/08/2025 18:11,-,-,-,-,-,-,-
1868031,Entregas Finalizadas Manaus,6,-,-,2025-08-05 18:03:55,05/08/2025 18:03,-,-,-,-,-,-,-
1868010,Vendedor - Nova Encomenda,1,-,-,2025-08-04 12:24:51,04/08/2025 12:24,-,-,-,-,-,-,-
1867998,Entregas Finalizadas Manaus,6,-,-,2025-08-04 20:07:43,04/08/2025 20:07,-,-,-,-,-,-,-
1867948,Vendedor - Nova Encomenda,1,-,-,2025-08-04 11:47:27,04/08/2025 11:47,-,-,-,-,-,-,-
1867939,Entregas Finalizadas Manaus,6,-,-,2025-08-04 17:25:50,04/08/2025 17:25,-,-,-,-,-,-,-
1867837,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:42:33,04/08/2025 22:42,-,-,-,-,-,-,-
1867599,Entregas Finalizadas Manaus,6,-,-,2025-08-04 18:32:49,04/08/2025 18:32,-,-,-,-,-,-,-
1867593,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-06 00:18:25,06/08/2025 00:18,-,-,-,-,-,-,-
1867590,Entregas Finalizadas Manaus,6,-,-,2025-08-04 17:42:32,04/08/2025 17:42,-,-,-,-,-,-,-
1867566,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 14:16:26,05/08/2025 14:16,-,-,-,-,-,-,-
1867516,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 13:31:14,04/08/2025 13:31,-,-,-,-,-,-,-
1867440,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 14:47:13,04/08/2025 14:47,-,-,-,-,-,-,-
1867147,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:21:24,04/08/2025 22:21,-,-,-,-,-,-,-
1867138,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 15:34:31,04/08/2025 15:34,-,-,-,-,-,-,-
