ID da Ordem,Etapa,Modificado por,SLA,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1835109,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:14,-,-,-,-,-,-,-
1867888,Viabilidade,-,-,04/08/2025 11:22,-,-,-,-,-,-,-
1867889,Viabilidade,-,-,04/08/2025 11:22,-,-,-,-,-,-,-
1867890,Viabilidade,-,-,04/08/2025 11:22,04/08/2025 16:00,-,0.19 dias,-,-,-,-
1867890,Comercial,lucass.ramos@nava.com.br,-,04/08/2025 16:00,-,-,-,-,-,-,-
1835153,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835153,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835154,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835154,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835155,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835155,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835156,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835156,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835157,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835157,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835158,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835158,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835159,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835159,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835160,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835160,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835161,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835161,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835162,Viabilidade,-,-,16/07/2025 13:40,16/07/2025 13:40,-,0.0 dias,-,-,-,-
1835162,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 13:40,-,-,-,-,-,-,-
1835281,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835281,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835282,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835282,Encerrados (Ativos e Cancelados),thais.roberta@nava.com.br,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835283,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835283,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835284,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835284,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835285,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835285,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835286,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835286,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835287,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835287,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835288,Viabilidade,-,-,16/07/2025 14:20,16/07/2025 14:20,-,0.0 dias,-,-,-,-
1835288,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:20,-,-,-,-,-,-,-
1835289,Viabilidade,-,-,16/07/2025 14:21,16/07/2025 14:21,-,0.0 dias,-,-,-,-
1835289,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:21,-,-,-,-,-,-,-
1835290,Viabilidade,-,-,16/07/2025 14:21,16/07/2025 14:21,-,0.0 dias,-,-,-,-
1835290,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:21,-,-,-,-,-,-,-
1835291,Viabilidade,-,-,16/07/2025 14:21,16/07/2025 14:21,-,0.0 dias,-,-,-,-
1835291,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 14:21,-,-,-,-,-,-,-
1311078,Viabilidade,-,-,12/11/2024 18:22,12/11/2024 18:22,-,0.0 dias,-,-,-,-
1311078,Solicitação de Contratação,nav_isp-integracao,-,12/11/2024 18:22,19/11/2024 11:54,-,6.73 dias,-,-,-,-
1311078,Encerrados (Ativos e Cancelados),orion.martins@nava.com.br,-,19/11/2024 11:54,-,-,-,-,-,-,-
1573293,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:59,-,0.0 dias,-,-,-,-
1573293,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:59,25/03/2025 14:15,-,5.8 dias,-,-,-,-
1573293,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:15,-,-,-,-,-,-,-
1573294,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:59,-,0.0 dias,-,-,-,-
1573294,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:59,25/03/2025 14:12,-,5.8 dias,-,-,-,-
1573294,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:12,14/04/2025 16:01,-,20.08 dias,-,-,-,-
1573294,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,14/04/2025 16:01,-,-,-,-,-,-,-
1573295,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:59,-,0.0 dias,-,-,-,-
1573295,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:59,25/03/2025 14:11,-,5.8 dias,-,-,-,-
1573295,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:11,-,-,-,-,-,-,-
1573296,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:59,-,0.0 dias,-,-,-,-
1573296,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:59,24/03/2025 17:15,-,4.93 dias,-,-,-,-
1573296,Encerrados (Ativos e Cancelados),orion.martins@nava.com.br,-,24/03/2025 17:15,25/03/2025 12:53,-,0.82 dias,-,-,-,-
1573296,Implantação,fabiano.uoya@nava.com.br,-,25/03/2025 12:53,25/03/2025 12:53,-,0.0 dias,-,-,-,-
1573296,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,25/03/2025 12:53,-,-,-,-,-,-,-
1573297,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:58,-,0.0 dias,-,-,-,-
1573297,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:58,24/03/2025 17:44,-,4.95 dias,-,-,-,-
1573297,Encerrados (Ativos e Cancelados),orion.martins@nava.com.br,-,24/03/2025 17:44,25/03/2025 13:09,-,0.81 dias,-,-,-,-
1573297,Implantação,fabiano.uoya@nava.com.br,-,25/03/2025 13:09,25/03/2025 13:11,-,0.0 dias,-,-,-,-
1573297,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,25/03/2025 13:11,-,-,-,-,-,-,-
1573298,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:58,-,0.0 dias,-,-,-,-
1573298,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:58,25/03/2025 14:10,-,5.8 dias,-,-,-,-
1573298,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:10,27/03/2025 09:08,-,1.79 dias,-,-,-,-
1573298,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,27/03/2025 09:08,-,-,-,-,-,-,-
1573299,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:58,-,0.0 dias,-,-,-,-
1573299,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:58,25/03/2025 14:08,-,5.8 dias,-,-,-,-
1573299,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:08,27/03/2025 11:37,-,1.89 dias,-,-,-,-
1573299,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,27/03/2025 11:37,-,-,-,-,-,-,-
1573300,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:58,-,0.0 dias,-,-,-,-
1573300,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:58,25/03/2025 14:07,-,5.8 dias,-,-,-,-
1573300,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:07,28/03/2025 09:23,-,2.8 dias,-,-,-,-
1573300,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,28/03/2025 09:23,-,-,-,-,-,-,-
1573301,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:57,-,0.0 dias,-,-,-,-
1573301,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:57,25/03/2025 14:06,-,5.8 dias,-,-,-,-
1573301,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:06,-,-,-,-,-,-,-
1573302,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:57,-,0.0 dias,-,-,-,-
1573302,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:57,25/03/2025 12:35,-,5.73 dias,-,-,-,-
1573302,Encerrados (Ativos e Cancelados),orion.martins@nava.com.br,-,25/03/2025 12:35,25/03/2025 12:42,-,0.0 dias,-,-,-,-
1573302,Implantação,fabiano.uoya@nava.com.br,-,25/03/2025 12:42,25/03/2025 12:43,-,0.0 dias,-,-,-,-
1573302,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,25/03/2025 12:43,-,-,-,-,-,-,-
1573303,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:57,-,0.0 dias,-,-,-,-
1573303,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:57,25/03/2025 12:47,-,5.74 dias,-,-,-,-
1573303,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,25/03/2025 12:47,25/03/2025 14:26,-,0.07 dias,-,-,-,-
1573303,Implantação,orion.martins@nava.com.br,-,25/03/2025 14:26,25/03/2025 14:26,-,0.0 dias,-,-,-,-
1573303,Encerrados (Ativos e Cancelados),orion.martins@nava.com.br,-,25/03/2025 14:26,-,-,-,-,-,-,-
1573304,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:57,-,0.0 dias,-,-,-,-
1573304,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:57,25/03/2025 14:05,-,5.8 dias,-,-,-,-
1573304,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:05,04/04/2025 10:36,-,9.86 dias,-,-,-,-
1573304,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,04/04/2025 10:36,04/04/2025 11:04,-,0.02 dias,-,-,-,-
1573304,Implantação,fabiano.uoya@nava.com.br,-,04/04/2025 11:04,04/04/2025 11:50,-,0.03 dias,-,-,-,-
1573304,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,04/04/2025 11:50,-,-,-,-,-,-,-
1573305,Viabilidade,-,-,19/03/2025 18:53,19/03/2025 18:57,-,0.0 dias,-,-,-,-
1573305,Solicitação de Contratação,luana.leites@nava.com.br,-,19/03/2025 18:57,25/03/2025 14:04,-,5.8 dias,-,-,-,-
1573305,Pendência do Cliente,fabiano.uoya@nava.com.br,-,25/03/2025 14:04,26/03/2025 12:39,-,0.94 dias,-,-,-,-
1573305,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,26/03/2025 12:39,-,-,-,-,-,-,-
1732538,Viabilidade,-,-,21/05/2025 16:52,21/05/2025 16:52,-,0.0 dias,-,-,-,-
1732538,Suprimentos,orion.martins@nava.com.br,-,21/05/2025 16:52,22/05/2025 12:46,-,0.83 dias,-,-,-,-
1732538,Viabilidade,anny.araujo@nava.com.br,-,22/05/2025 12:46,23/05/2025 10:22,-,0.9 dias,-,-,-,-
1732538,Lixeira,orion.martins@nava.com.br,-,23/05/2025 10:22,-,-,-,-,-,-,-
1770073,Viabilidade,-,-,11/06/2025 12:46,11/06/2025 12:46,-,0.0 dias,-,-,-,-
1770073,Cancelamento em Andamento,orion.martins@nava.com.br,-,11/06/2025 12:46,14/07/2025 12:59,-,33.01 dias,-,-,-,-
1770073,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,14/07/2025 12:59,-,-,-,-,-,-,-
1639002,Viabilidade,-,-,09/04/2025 15:08,09/04/2025 15:11,-,0.0 dias,-,-,-,-
1639002,Lixeira,fabiano.uoya@nava.com.br,-,09/04/2025 15:11,15/04/2025 16:08,-,6.04 dias,-,-,-,-
1639002,form - Zerar Campos,admin-ale,-,15/04/2025 16:08,16/04/2025 00:04,-,0.33 dias,-,-,-,-
1639002,Lixeira,admin-ale,-,16/04/2025 00:04,-,-,-,-,-,-,-
1770091,Viabilidade,-,-,11/06/2025 12:53,11/06/2025 12:53,-,0.0 dias,-,-,-,-
1770091,Cancelamento em Andamento,orion.martins@nava.com.br,-,11/06/2025 12:53,11/06/2025 12:54,-,0.0 dias,-,-,-,-
1770091,Lixeira,orion.martins@nava.com.br,-,11/06/2025 12:54,-,-,-,-,-,-,-
1770095,Viabilidade,-,-,11/06/2025 12:54,11/06/2025 12:54,-,0.0 dias,-,-,-,-
1770095,Cancelamento em Andamento,orion.martins@nava.com.br,-,11/06/2025 12:54,14/07/2025 13:01,-,33.0 dias,-,-,-,-
1770095,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,14/07/2025 13:01,-,-,-,-,-,-,-
1442487,Viabilidade,-,-,20/01/2025 09:41,29/01/2025 18:08,-,9.35 dias,-,-,-,-
1442487,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,29/01/2025 18:08,13/03/2025 12:11,-,42.75 dias,-,-,-,-
1442487,Suprimentos,celiene.pinho@nava.com.br,-,13/03/2025 12:11,16/04/2025 00:11,-,33.5 dias,-,-,-,-
1442487,Encerrados (Ativos e Cancelados),integracao-ale,-,16/04/2025 00:11,-,-,-,-,-,-,-
1573577,Viabilidade,-,-,20/03/2025 09:51,20/03/2025 09:52,-,0.0 dias,-,-,-,-
1573577,Solicitação de Contratação,luana.leites@nava.com.br,-,20/03/2025 09:52,20/03/2025 12:11,-,0.1 dias,-,-,-,-
1573577,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,20/03/2025 12:11,-,-,-,-,-,-,-
1573578,Viabilidade,-,-,20/03/2025 09:51,20/03/2025 09:52,-,0.0 dias,-,-,-,-
1573578,Solicitação de Contratação,luana.leites@nava.com.br,-,20/03/2025 09:52,20/03/2025 12:25,-,0.11 dias,-,-,-,-
1573578,Implantação,fabiano.uoya@nava.com.br,-,20/03/2025 12:25,20/03/2025 12:25,-,0.0 dias,-,-,-,-
1573578,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,20/03/2025 12:25,-,-,-,-,-,-,-
1573579,Viabilidade,-,-,20/03/2025 09:51,20/03/2025 09:52,-,0.0 dias,-,-,-,-
1573579,Solicitação de Contratação,luana.leites@nava.com.br,-,20/03/2025 09:52,20/03/2025 11:36,-,0.07 dias,-,-,-,-
1573579,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,20/03/2025 11:36,-,-,-,-,-,-,-
1639116,Viabilidade,-,-,09/04/2025 15:16,09/04/2025 15:16,-,0.0 dias,-,-,-,-
1639116,Cancelamento em Andamento,celiene.pinho@nava.com.br,-,09/04/2025 15:16,07/05/2025 09:45,-,27.77 dias,-,-,-,-
1639116,Implantação,gabriels.santos@nava.com.br,-,07/05/2025 09:45,-,-,-,-,-,-,-
1737472,Viabilidade,-,-,26/05/2025 11:26,26/05/2025 11:26,-,0.0 dias,-,-,-,-
1737472,Suprimentos,thais.roberta@nava.com.br,-,26/05/2025 11:26,26/05/2025 11:52,-,0.02 dias,-,-,-,-
1737472,Encerrados (Ativos e Cancelados),thais.roberta@nava.com.br,-,26/05/2025 11:52,-,-,-,-,-,-,-
1278725,Viabilidade,-,-,24/10/2024 09:53,29/10/2024 11:16,-,5.06 dias,-,-,-,-
1278725,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,29/10/2024 11:16,01/11/2024 13:06,-,3.08 dias,-,-,-,-
1278725,Suprimentos,fabiano.uoya@nava.com.br,-,01/11/2024 13:06,13/11/2024 10:12,-,11.88 dias,-,-,-,-
1278725,Solicitação de Contratação,celiene.pinho@nava.com.br,-,13/11/2024 10:12,09/01/2025 18:12,-,57.33 dias,-,-,-,-
1278725,Suprimentos,fabiano.uoya@nava.com.br,-,09/01/2025 18:12,29/01/2025 13:48,-,19.82 dias,-,-,-,-
1278725,Encerrados (Ativos e Cancelados),thais.roberta@nava.com.br,-,29/01/2025 13:48,-,-,-,-,-,-,-
1278727,Viabilidade,-,-,24/10/2024 09:54,29/10/2024 11:16,-,5.06 dias,-,-,-,-
1278727,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,29/10/2024 11:16,01/11/2024 13:05,-,3.08 dias,-,-,-,-
1278727,Comercial,fabiano.uoya@nava.com.br,-,01/11/2024 13:05,-,-,-,-,-,-,-
1278728,Viabilidade,-,-,24/10/2024 09:55,29/10/2024 11:15,-,5.06 dias,-,-,-,-
1278728,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,29/10/2024 11:15,12/11/2024 13:33,-,14.1 dias,-,-,-,-
1278728,Comercial,fabiano.uoya@nava.com.br,-,12/11/2024 13:33,29/01/2025 10:10,-,77.86 dias,-,-,-,-
1278728,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,29/01/2025 10:10,29/01/2025 10:11,-,0.0 dias,-,-,-,-
1278728,Suprimentos,fabiano.uoya@nava.com.br,-,29/01/2025 10:11,13/02/2025 16:23,-,15.26 dias,-,-,-,-
1278728,Implantação,thais.roberta@nava.com.br,-,13/02/2025 16:23,09/06/2025 12:37,-,115.84 dias,-,-,-,-
1278728,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,09/06/2025 12:37,14/07/2025 13:20,-,35.03 dias,-,-,-,-
1278728,Suprimentos,fabiano.uoya@nava.com.br,-,14/07/2025 13:20,23/07/2025 16:34,-,9.13 dias,-,-,-,-
1278728,Implantação,vinicius.alexandre@nava.com.br,-,23/07/2025 16:34,30/07/2025 16:22,-,6.99 dias,-,-,-,-
1278728,Encerrados (Ativos e Cancelados),stefani.santos@nava.com.br,-,30/07/2025 16:22,-,-,-,-,-,-,-
1278730,Viabilidade,-,-,24/10/2024 09:56,29/10/2024 11:14,-,5.05 dias,-,-,-,-
1278730,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,29/10/2024 11:14,01/11/2024 13:02,-,3.08 dias,-,-,-,-
1278730,Comercial,fabiano.uoya@nava.com.br,-,01/11/2024 13:02,-,-,-,-,-,-,-
1475373,Viabilidade,-,-,28/01/2025 12:34,28/01/2025 12:34,-,0.0 dias,-,-,-,-
1475373,Cancelamento em Andamento,nav_isp-integracao,-,28/01/2025 12:34,07/02/2025 16:03,-,10.14 dias,-,-,-,-
1475373,Implantação,juliana.santos@nava.com.br,-,07/02/2025 16:03,-,-,-,-,-,-,-
1475374,Viabilidade,-,-,28/01/2025 12:34,28/01/2025 12:34,-,0.0 dias,-,-,-,-
1475374,Cancelamento em Andamento,nav_isp-integracao,-,28/01/2025 12:34,06/02/2025 11:45,-,8.97 dias,-,-,-,-
1475374,Encerrados (Ativos e Cancelados),gabriels.santos@nava.com.br,-,06/02/2025 11:45,-,-,-,-,-,-,-
1475375,Viabilidade,-,-,28/01/2025 12:34,28/01/2025 12:34,-,0.0 dias,-,-,-,-
1475375,Cancelamento em Andamento,nav_isp-integracao,-,28/01/2025 12:34,31/01/2025 17:54,-,3.22 dias,-,-,-,-
1475375,Implantação,juliana.santos@nava.com.br,-,31/01/2025 17:54,-,-,-,-,-,-,-
1475376,Viabilidade,-,-,28/01/2025 12:34,28/01/2025 12:34,-,0.0 dias,-,-,-,-
1475376,Cancelamento em Andamento,nav_isp-integracao,-,28/01/2025 12:34,31/01/2025 16:28,-,3.16 dias,-,-,-,-
1475376,Encerrados (Ativos e Cancelados),gabriels.santos@nava.com.br,-,31/01/2025 16:28,-,-,-,-,-,-,-
1835864,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835864,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835865,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835865,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835866,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835866,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835867,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835867,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835868,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835868,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835869,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835869,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835870,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835870,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,06/08/2025 09:28,-,20.68 dias,-,-,-,-
1835870,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,06/08/2025 09:28,-,-,-,-,-,-,-
1835871,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835871,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835872,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835872,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,-,-,-,-,-,-,-
1835873,Viabilidade,-,-,16/07/2025 17:02,16/07/2025 17:02,-,0.0 dias,-,-,-,-
1835873,Cancelamento em Andamento,integracao-planilha-orion,-,16/07/2025 17:02,07/08/2025 14:31,-,21.9 dias,-,-,-,-
1835873,Implantação,gabriels.santos@nava.com.br,-,07/08/2025 14:31,07/08/2025 15:49,-,0.05 dias,-,-,-,-
1835873,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,07/08/2025 15:49,-,-,-,-,-,-,-
